SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
MALINAR,ba:62:7d:14:46:1e,Unknown,0,WPA2-Personal,CCMP,802.11ac,7,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:06.879,2024-11-07 03:55:57.143,Infrastructure,Unknown,80,-64,MALINAR,ba:62:7d:14:46:1e,-70,2442,102.62630045890268,17.939232034946006
K service potocopy ,e8:65:d4:ed:e8:51,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:06.879,2024-11-07 03:28:01.354,Infrastructure,Unknown,80,-65,K service potocopy ,e8:65:d4:ed:e8:51,-76,2432,102.62639332233084,17.938251333836938
CEIT-Staff2,cc:32:e5:50:2a:7a,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:26:06.879,2024-11-07 04:00:13.116,Infrastructure,Unknown,96,-35,CEIT-Staff2,cc:32:e5:50:2a:7a,-42,2452,102.62631940640271,17.939031503371375
Lab TC 106,24:2f:d0:1a:37:c1,Unknown,0,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:12.340,2024-11-07 03:28:18.155,Infrastructure,Unknown,78,-66,Lab TC 106,24:2f:d0:1a:37:c1,-65,2452,102.62536612332372,17.938286475885672
5G,98:1a:35:ca:9a:85,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:15.087,2024-11-07 03:28:11.760,Infrastructure,Unknown,29,-84,5G,98:1a:35:ca:9a:85,-88,5745,102.62639332233084,17.938251333836938
Phuanphachan,9c:65:ee:3d:38:97,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:15.087,2024-11-07 03:28:18.155,Infrastructure,Unknown,65,-71,Phuanphachan,9c:65:ee:3d:38:97,-76,2462,102.62536612332372,17.938286475885672
Linksys01150,c0:56:27:aa:51:c9,Belkin International Inc.,0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:17.148,2024-11-07 03:28:11.760,Infrastructure,Unknown,18,-89,Linksys01150,c0:56:27:aa:51:c9,-65,2432,102.62625360585888,17.939033081474037
OPPO A93,5e:3e:67:98:d2:39,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:17.148,2024-11-07 03:28:11.760,Infrastructure,Unknown,78,-66,OPPO A93,5e:3e:67:98:d2:39,-83,2412,102.6259624701133,17.938151394569324
HUAWEI-E8231-3c4b,24:1f:a0:1b:3c:4b,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:26:17.148,2024-11-07 03:28:11.760,Infrastructure,Unknown,78,-66,HUAWEI-E8231-3c4b,24:1f:a0:1b:3c:4b,-83,2412,102.6259624701133,17.938151394569324
lab103,58:d9:d5:4b:c8:00,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:19.863,2024-11-07 03:28:11.760,Infrastructure,Unknown,46,-77,lab103,58:d9:d5:4b:c8:00,-74,2442,102.62639332233084,17.938251333836938
Myanmar Embassy-01,18:3d:5e:c4:50:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,104,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:22.383,2024-11-07 03:28:11.760,Infrastructure,Unknown,29,-84,Myanmar Embassy-01,18:3d:5e:c4:50:f0,-86,5520,102.6259624701133,17.938151394569324
Galaxy A53 5G BED3,62:96:5c:ca:0c:90,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:22.383,2024-11-07 03:28:11.760,Infrastructure,Unknown,46,-77,Galaxy A53 5G BED3,62:96:5c:ca:0c:90,-90,2462,102.62639332233084,17.938251333836938
4G-MIFI-KSH,ca:6b:bc:50:5f:6c,Unknown,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:24.716,2024-11-07 03:28:18.155,Infrastructure,Unknown,82,-61,4G-MIFI-KSH,ca:6b:bc:50:5f:6c,-77,2412,102.62401736028828,17.938660812791916
Vip meeting,ac:99:29:72:90:a4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:26.894,2024-11-07 03:28:18.155,Infrastructure,Unknown,29,-84,Vip meeting,ac:99:29:72:90:a4,-87,5745,102.6259624701133,17.938151394569324
Lab_EN,ac:84:c6:b0:dd:84,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:26.894,2024-11-07 03:28:18.155,Infrastructure,Unknown,26,-85,Lab_EN,ac:84:c6:b0:dd:84,-80,2412,102.62555162503384,17.93823803109832
Phra Noy,e8:6e:44:dd:b2:b4,zte corporation,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:39.350,2024-11-07 03:28:34.161,Infrastructure,Unknown,29,-84,Phra Noy,e8:6e:44:dd:b2:b4,-89,2457,102.62446207336026,17.9385550101996
HCIX-T,c0:3f:dd:05:a3:90,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,153,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:42.471,2024-11-07 03:28:34.161,Infrastructure,Unknown,16,-90,HCIX-T,c0:3f:dd:05:a3:90,-90,5765,102.62401736028828,17.938660812791916
LTC ,64:5e:10:6d:91:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:42.471,2024-11-07 03:28:38.285,Infrastructure,Unknown,60,-73,LTC ,64:5e:10:6d:91:e4,-76,5745,102.62401736028828,17.938660812791916
NOY,18:3d:5e:c4:67:74,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:42.471,2024-11-07 03:28:43.710,Infrastructure,Unknown,65,-71,NOY,18:3d:5e:c4:67:74,-85,5745,102.62390328145123,17.938688998206207
NOY,18:3d:5e:c4:67:70,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:42.471,2024-11-07 03:28:43.710,Infrastructure,Unknown,53,-75,NOY,18:3d:5e:c4:67:70,-70,2412,102.62346789076572,17.938792907889866
UNITEL_TOTO,24:43:e2:3f:f1:ef,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:42.471,2024-11-07 03:28:38.285,Infrastructure,Unknown,29,-84,UNITEL_TOTO,24:43:e2:3f:f1:ef,-87,2462,102.6229520884424,17.9389180029181
TP-LINK_DSA,ac:84:c6:6d:0d:ba,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:42.471,2024-11-07 03:28:38.285,Infrastructure,Unknown,35,-81,TP-LINK_DSA,ac:84:c6:6d:0d:ba,-83,2457,102.6233637847893,17.9388180275951
LTC,64:5e:10:6d:91:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:42.471,2024-11-07 03:28:38.285,Infrastructure,Unknown,70,-69,LTC,64:5e:10:6d:91:e0,-78,2457,102.62346789076572,17.938792907889866
Division ICT,50:0f:f5:be:05:c8,"Tenda Technology Co.,Ltd.Dongguan branch",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:42.471,2024-11-07 03:28:38.285,Infrastructure,Unknown,35,-81,Division ICT,50:0f:f5:be:05:c8,-74,2447,102.62346789076572,17.938792907889866
Fire Tiger Floor 1(2.4G),5c:64:7a:c0:dc:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:42.471,2024-11-07 03:28:34.161,Infrastructure,Unknown,29,-84,Fire Tiger Floor 1(2.4G),5c:64:7a:c0:dc:88,-82,2417,102.62346789076572,17.938792907889866
POS@FoodStory,72:45:58:3e:57:77,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:46.638,2024-11-07 03:28:38.285,Infrastructure,Unknown,11,-93,POS@FoodStory,72:45:58:3e:57:77,-86,5180,102.6233637847893,17.9388180275951
Fire Tiger Floor 1(5G),5c:64:7a:c0:dc:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:46.638,2024-11-07 03:28:38.285,Infrastructure,Unknown,22,-87,Fire Tiger Floor 1(5G),5c:64:7a:c0:dc:8c,-82,5180,102.6233637847893,17.9388180275951
c698d0ca,50:2c:c6:98:d0:ca,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:46.638,2024-11-07 03:28:38.285,Infrastructure,Unknown,53,-75,c698d0ca,50:2c:c6:98:d0:ca,-84,2412,102.6233637847893,17.9388180275951
Manivong,e8:f6:54:8b:6e:a1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,78,-66,Manivong,e8:f6:54:8b:6e:a1,-80,5240,102.6229520884424,17.9389180029181
Mac,24:43:e2:91:b4:c1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,82,-61,Mac,24:43:e2:91:b4:c1,-77,5200,102.6229520884424,17.9389180029181
Mac,24:43:e2:91:7d:f9,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,81,-63,Mac,24:43:e2:91:7d:f9,-71,5200,102.6229520884424,17.9389180029181
Mac,24:43:e2:91:7d:f8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:49.835,2024-11-07 03:28:48.630,Infrastructure,Unknown,86,-54,Mac,24:43:e2:91:7d:f8,-60,2422,102.6228455295306,17.938944179590667
Mac,24:43:e2:91:b4:c0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,86,-53,Mac,24:43:e2:91:b4:c0,-73,2422,102.6229520884424,17.9389180029181
YDXY,04:e7:95:3c:15:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,75,-67,YDXY,04:e7:95:3c:15:48,-73,5745,102.6229520884424,17.9389180029181
YDXY,04:e7:95:3c:15:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,78,-66,YDXY,04:e7:95:3c:15:44,-82,2437,102.6228455295306,17.938944179590667
Poppy_pk,ac:99:29:8d:f2:58,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:48.630,Infrastructure,Unknown,67,-70,Poppy_pk,ac:99:29:8d:f2:58,-63,5745,102.6229520884424,17.9389180029181
Poppy_pk,ac:99:29:8d:f2:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,62,-72,Poppy_pk,ac:99:29:8d:f2:54,-75,2447,102.6224188970456,17.939061438923936
SmallTiger-VN,e8:6e:44:dd:b2:36,zte corporation,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,72,-68,SmallTiger-VN,e8:6e:44:dd:b2:36,-83,2457,102.6229520884424,17.9389180029181
SKYTEL IPT,e4:a8:b6:bd:1d:1c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11g,6,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,85,-56,SKYTEL IPT,e4:a8:b6:bd:1d:1c,-75,2437,102.6229520884424,17.9389180029181
Benz,f4:4c:7f:7d:fd:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,65,-71,Benz,f4:4c:7f:7d:fd:60,-65,2432,102.6233637847893,17.9388180275951
Mid,1c:3c:d4:0b:21:0c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,57,-74,Mid,1c:3c:d4:0b:21:0c,-76,2422,102.6228455295306,17.938944179590667
BEST-2.4G,5c:64:7a:c1:39:28,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,57,-74,BEST-2.4G,5c:64:7a:c1:39:28,-78,2412,102.6229520884424,17.9389180029181
hw_manage_c040,14:46:58:27:c0:4b,"HUAWEI TECHNOLOGIES CO.,LTD",0,Open,,802.11ax,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:49.835,2024-11-07 03:28:43.710,Infrastructure,Unknown,26,-85,hw_manage_c040,14:46:58:27:c0:4b,-87,2412,102.62346789076572,17.938792907889866
Da-2G,e0:e1:a9:27:5a:1f,"Shenzhen Four Seas Global Link Network Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:55.636,2024-11-07 03:28:43.710,Infrastructure,Unknown,72,-68,Da-2G,e0:e1:a9:27:5a:1f,-86,2462,102.6229520884424,17.9389180029181
OPPO A93,d6:af:ac:d2:e6:ef,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:55.636,2024-11-07 03:28:59.366,Infrastructure,Unknown,81,-62,OPPO A93,d6:af:ac:d2:e6:ef,-78,2462,102.62189536295692,17.93919236486174
KEOMANY,24:43:e2:91:64:b0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:54.607,Infrastructure,Unknown,22,-87,KEOMANY,24:43:e2:91:64:b0,-83,2412,102.621380961752,17.93928531202362
KEOMANY,24:43:e2:92:a3:10,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:54.607,Infrastructure,Unknown,31,-83,KEOMANY,24:43:e2:92:a3:10,-69,2412,102.621380961752,17.93928531202362
Lao Medical solution,c4:c0:63:45:88:1c,"New H3C Technologies Co., Ltd",0,WPA2-Personal,CCMP,802.11ax,60,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:26:59.463,2024-11-07 03:28:48.630,Infrastructure,Unknown,33,-82,Lao Medical solution,c4:c0:63:45:88:1c,-79,5300,102.6224188970456,17.939061438923936
Lao Medical solution,c4:c0:63:45:88:1b,"New H3C Technologies Co., Ltd",0,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:59.463,2024-11-07 03:28:48.630,Infrastructure,Unknown,72,-68,Lao Medical solution,c4:c0:63:45:88:1b,-81,2412,102.62189536295692,17.93919236486174
Lao Medical Solution,72:85:c4:8c:fd:24,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:48.630,Infrastructure,Unknown,87,-51,Lao Medical Solution,72:85:c4:8c:fd:24,-69,2437,102.62179026485798,17.93921452273664
Pong,30:fb:b8:8f:5b:c1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:06.945,2024-11-07 03:28:54.607,Infrastructure,Unknown,10,-94,Pong,30:fb:b8:8f:5b:c1,-72,5180,102.621380961752,17.93928531202362
Pong,30:fb:b8:8f:5b:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:27:06.945,2024-11-07 03:28:54.607,Infrastructure,Unknown,46,-77,Pong,30:fb:b8:8f:5b:bc,-70,2447,102.62127644833272,17.939299346116044
KCCL,ac:99:29:8d:87:7c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:29:06.808,Infrastructure,Unknown,40,-79,KCCL,ac:99:29:8d:87:7c,-74,2412,102.6203602617085,17.939211744451995
KCCL,6c:14:6e:f8:56:7c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:29:09.639,Infrastructure,Unknown,80,-64,KCCL,6c:14:6e:f8:56:7c,-76,5745,102.6203602617085,17.939211744451995
KCCL,6c:14:6e:f8:56:78,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:29:16.795,Infrastructure,Unknown,84,-57,KCCL,6c:14:6e:f8:56:78,-82,2412,102.61931863212152,17.93903068332356
IT-device,28:b3:71:ac:1d:fc,Ruckus Wireless,0,WPA2-Personal,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,13,-92,IT-device,28:b3:71:ac:1d:fc,-88,5500,102.6203602617085,17.939211744451995
NAMTHEUN2,28:b3:71:6c:1d:fc,Ruckus Wireless,0,WPA2-Enterprise,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,16,-90,NAMTHEUN2,28:b3:71:6c:1d:fc,-89,5500,102.6203602617085,17.939211744451995
NAMTHEUN2,28:b3:71:6b:e5:b8,Ruckus Wireless,0,WPA2-Enterprise,CCMP,802.11n,8,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:29:16.795,Infrastructure,Unknown,29,-84,NAMTHEUN2,28:b3:71:6b:e5:b8,-76,2447,102.61983309883048,17.9389386652293
NTPC-Guest,28:b3:71:2c:1d:fc,Ruckus Wireless,0,Open,,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,14,-91,NTPC-Guest,28:b3:71:2c:1d:fc,-90,5500,102.6203602617085,17.939211744451995
NTPC-Guest,28:b3:71:2b:e5:b8,Ruckus Wireless,0,Open,,802.11n,8,0.0,0.0,"6,9,12,18,24,36,48,54",,2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,26,-85,NTPC-Guest,28:b3:71:2b:e5:b8,-86,2447,102.61983309883048,17.9389386652293
LinxiaoQing,24:43:e2:92:a6:d0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,46,-77,LinxiaoQing,24:43:e2:92:a6:d0,-88,2457,102.621380961752,17.93928531202362
LCG  HQ,74:83:c2:11:13:94,Ubiquiti Inc,0,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,35,-81,LCG  HQ,74:83:c2:11:13:94,-84,2437,102.62085339367474,17.939309797064002
TECNO SPARK 7,8a:49:d9:23:ea:06,Unknown,0,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:59.463,2024-11-07 03:28:54.607,Infrastructure,Unknown,33,-82,TECNO SPARK 7,8a:49:d9:23:ea:06,-85,2462,102.62189536295692,17.93919236486174
Audi_Anie,e8:6e:44:dd:27:0a,zte corporation,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:48.630,Infrastructure,Unknown,83,-59,Audi_Anie,e8:6e:44:dd:27:0a,-74,2457,102.6224188970456,17.939061438923936
Chibunna,b4:04:21:87:2d:08,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:48.630,Infrastructure,Unknown,43,-78,Chibunna,b4:04:21:87:2d:08,-95,2447,102.62189536295692,17.93919236486174
Galeriecofe,cc:29:bd:69:07:5a,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:59.366,Infrastructure,Unknown,50,-76,Galeriecofe,cc:29:bd:69:07:5a,-73,2447,102.621380961752,17.93928531202362
Pangkone,cc:29:bd:68:68:18,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:54.607,Infrastructure,Unknown,62,-72,Pangkone,cc:29:bd:68:68:18,-75,2447,102.62189536295692,17.93919236486174
realme C55,86:8e:a5:64:cb:23,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",2024-11-07 03:26:59.463,2024-11-07 03:28:54.607,Infrastructure,Unknown,91,-44,realme C55,86:8e:a5:64:cb:23,-85,2437,102.62189536295692,17.93919236486174
UNITEL_yCUuHf,e8:6e:44:dc:97:94,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:26:59.463,2024-11-07 03:28:48.630,Infrastructure,Unknown,82,-61,UNITEL_yCUuHf,e8:6e:44:dc:97:94,-80,2427,102.6224188970456,17.939061438923936
WORLD RENEW,d0:96:fb:78:51:f7,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,82,-60,WORLD RENEW,d0:96:fb:78:51:f7,-75,2457,102.6196135980052,17.938934808893208
Oscomlao,d0:96:fb:77:3e:9f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:27:11.762,2024-11-07 03:29:16.795,Infrastructure,Unknown,72,-68,Oscomlao,d0:96:fb:77:3e:9f,-66,2457,102.62127644833272,17.939299346116044
Poui,b4:04:21:86:e9:ca,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:27:11.762,2024-11-07 03:29:06.808,Infrastructure,Unknown,57,-74,Poui,b4:04:21:86:e9:ca,-86,2427,102.6203602617085,17.939211744451995
Tar vongmathep,4c:d0:cb:95:f5:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",2024-11-07 03:27:11.762,2024-11-07 03:28:59.366,Infrastructure,Unknown,80,-64,Tar vongmathep,4c:d0:cb:95:f5:04,-68,2412,102.62085339367474,17.939309797064002
