SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
KHAMLAXAYAVONG,e4:3e:c6:4e:fb:04,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:44.8,42:43.0,Infrastructure,Unknown,65,-71,KHAMLAXAYAVONG,e4:3e:c6:4e:fb:04,-85,2432,102.5039888926255,18.14160480255
Alan,ac:99:29:72:e2:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,40:48.8,42:46.0,Infrastructure,Unknown,38,-80,Alan,ac:99:29:72:e2:10,-88,5180,102.5037497861656,18.14198064011936
Alan,ac:99:29:72:e2:0c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:48.8,42:46.0,Infrastructure,Unknown,40,-79,Alan,ac:99:29:72:e2:0c,-88,2427,102.50417163805494,18.14135279917392
Teeman,c4:fb:aa:a7:27:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,40:48.8,42:50.0,Infrastructure,Unknown,24,-86,Teeman,c4:fb:aa:a7:27:d8,-80,5180,102.50417163805494,18.14135279917392
CPE-51AD,e4:67:1e:21:51:b0,"SHEN ZHEN NUO XIN CHENG TECHNOLOGY co., Ltd.",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:48.8,42:46.0,Infrastructure,Unknown,33,-82,CPE-51AD,e4:67:1e:21:51:b0,-87,2452,102.50445954778156,18.140972619208885
Khame,6c:14:6e:72:d7:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:48.8,42:51.3,Infrastructure,Unknown,57,-74,Khame,6c:14:6e:72:d7:44,-81,2447,102.50494155170522,18.140342846028595
HOME,14:46:58:e7:7a:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:48.8,42:46.0,Infrastructure,Unknown,22,-87,HOME,14:46:58:e7:7a:50,-91,2437,102.50417163805494,18.14135279917392
4G-UFI-E7F,a0:e9:33:6c:ae:7f,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:48.8,42:46.0,Infrastructure,Unknown,33,-82,4G-UFI-E7F,a0:e9:33:6c:ae:7f,-92,2437,102.5037497861656,18.14198064011936
Sun,24:cf:24:1b:50:1e,"Beijing Xiaomi Mobile Software Co., Ltd",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:48.8,42:44.6,Infrastructure,Unknown,46,-77,Sun,24:cf:24:1b:50:1e,-80,2412,102.50445954778156,18.140972619208885
aiyjt,f0:9b:b8:db:26:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:48.8,42:44.6,Infrastructure,Unknown,40,-79,aiyjt,f0:9b:b8:db:26:a0,-77,2412,102.5037497861656,18.14198064011936
Skoy,e8:6e:44:de:05:fa,zte corporation,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:53.3,42:55.0,Infrastructure,Unknown,50,-76,Skoy,e8:6e:44:de:05:fa,-79,2417,102.50417163805494,18.14135279917392
MAEKKI,64:6d:4e:33:fc:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:55.2,42:53.8,Infrastructure,Unknown,78,-66,MAEKKI,64:6d:4e:33:fc:88,-71,2432,102.5046530026348,18.140718967933743
Jam mee,14:46:58:e7:37:0c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:55.2,42:53.8,Infrastructure,Unknown,40,-79,Jam mee,14:46:58:e7:37:0c,-85,5745,102.50494155170522,18.140342846028595
Jam mee,14:46:58:e7:37:08,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:55.2,42:57.2,Infrastructure,Unknown,60,-73,Jam mee,14:46:58:e7:37:08,-71,2437,102.50540356361576,18.13971351603049
DALAPHONE ,14:46:58:e6:91:4c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,40:55.2,42:51.3,Infrastructure,Unknown,31,-83,DALAPHONE ,14:46:58:e6:91:4c,-74,5745,102.50417163805494,18.14135279917392
DALAPHONE ,14:46:58:e6:91:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:55.2,42:51.3,Infrastructure,Unknown,50,-76,DALAPHONE ,14:46:58:e6:91:48,-90,2462,102.50494155170522,18.140342846028595
AnouSone,6c:14:6e:72:d6:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:55.2,42:51.3,Infrastructure,Unknown,26,-85,AnouSone,6c:14:6e:72:d6:dc,-83,2457,102.50417163805494,18.14135279917392
PHP,64:2c:ac:d4:12:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:55.2,42:55.0,Infrastructure,Unknown,50,-76,PHP,64:2c:ac:d4:12:fc,-83,2422,102.50540356361576,18.13971351603049
HALELai,5c:64:7a:62:ff:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:58.1,42:57.2,Infrastructure,Unknown,46,-77,HALELai,5c:64:7a:62:ff:48,-77,2462,102.5046530026348,18.140718967933743
Leena,b4:b0:24:9a:31:e3,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:58.1,42:53.8,Infrastructure,Unknown,67,-70,Leena,b4:b0:24:9a:31:e3,-83,2457,102.50417163805494,18.14135279917392
VINH,14:eb:b6:bd:1b:f7,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:58.1,42:57.2,Infrastructure,Unknown,70,-69,VINH,14:eb:b6:bd:1b:f7,-74,2442,102.5046530026348,18.140718967933743
KEUT,1c:ae:cb:f2:e7:c0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:58.1,42:53.8,Infrastructure,Unknown,70,-69,KEUT,1c:ae:cb:f2:e7:c0,-78,2432,102.5046530026348,18.140718967933743
Lar,b8:d6:f6:99:4d:a8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:00.9,43:02.7,Infrastructure,Unknown,75,-67,Lar,b8:d6:f6:99:4d:a8,-67,2452,102.505132459567,18.14009203121315
HUAWEI-5G-wyDz,dc:21:e2:97:6c:c4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,41:00.9,42:57.2,Infrastructure,Unknown,29,-84,HUAWEI-5G-wyDz,dc:21:e2:97:6c:c4,-93,5180,102.5046530026348,18.140718967933743
BL,64:2c:ac:d4:10:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:00.9,42:57.2,Infrastructure,Unknown,40,-79,BL,64:2c:ac:d4:10:10,-77,2427,102.5046530026348,18.140718967933743
Thew,a0:44:5c:35:19:c1,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0,0,"6,9,12,18,24,36,48,54",,41:03.5,43:02.7,Infrastructure,Unknown,20,-88,Thew,a0:44:5c:35:19:c1,-79,5200,102.505132459567,18.14009203121315
Thew,a0:44:5c:35:19:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:03.5,43:06.3,Infrastructure,Unknown,80,-65,Thew,a0:44:5c:35:19:bc,-71,2427,102.50569998544782,18.139027307740506
KB,14:46:58:e6:f0:84,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:03.5,43:01.7,Infrastructure,Unknown,60,-73,KB,14:46:58:e6:f0:84,-83,2422,102.505132459567,18.14009203121315
KB,14:46:58:e6:f0:89,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:03.5,43:02.7,Infrastructure,Unknown,29,-84,KB,14:46:58:e6:f0:89,-90,5745,102.505132459567,18.14009203121315
HUAWEI-5G-GTaA,5c:64:7a:45:ca:94,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,41:07.5,43:06.3,Infrastructure,Unknown,31,-83,HUAWEI-5G-GTaA,5c:64:7a:45:ca:94,-81,5180,102.50566105041996,18.13916987620838
KHANTY,14:46:58:e6:17:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:07.5,43:09.0,Infrastructure,Unknown,33,-82,KHANTY,14:46:58:e6:17:d8,-77,5745,102.50561185465348,18.139311035798904
Vongsa,cc:29:bd:68:c7:1c,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:07.5,43:12.2,Infrastructure,Unknown,53,-75,Vongsa,cc:29:bd:68:c7:1c,-73,2437,102.50573581184987,18.138307264370987
Aon,14:46:58:e6:22:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:09.9,43:12.2,Infrastructure,Unknown,78,-66,Aon,14:46:58:e6:22:10,-80,2447,102.50573581184987,18.138307264370987
KHANTY,14:46:58:e6:17:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:09.9,43:06.3,Infrastructure,Unknown,81,-62,KHANTY,14:46:58:e6:17:d4,-92,2462,102.5057547764482,18.138594346035543
fongsavanh,6c:14:6e:72:2e:a8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:13.0,43:09.0,Infrastructure,Unknown,35,-81,fongsavanh,6c:14:6e:72:2e:a8,-85,2462,102.5057547764482,18.138594346035543
Phaivan2,ac:99:29:72:e4:1c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:15.2,43:12.2,Infrastructure,Unknown,26,-85,Phaivan2,ac:99:29:72:e4:1c,-85,5745,102.5057547764482,18.138594346035543
Phaivan2,ac:99:29:72:e4:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:15.2,43:12.2,Infrastructure,Unknown,20,-88,Phaivan2,ac:99:29:72:e4:18,-87,2447,102.5057547764482,18.138594346035543
LKK,b4:04:21:86:da:22,zte corporation,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:19.0,43:25.2,Infrastructure,Unknown,83,-58,LKK,b4:04:21:86:da:22,-79,2457,102.50530703024572,18.13634079408969
Bounhome,14:46:58:e6:dc:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:21.4,43:19.9,Infrastructure,Unknown,40,-79,Bounhome,14:46:58:e6:dc:48,-93,5745,102.50546896481224,18.136964009570644
Bounhome,14:46:58:e6:dc:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:21.4,43:19.9,Infrastructure,Unknown,31,-83,Bounhome,14:46:58:e6:dc:44,-81,2437,102.50554626744577,18.137274104917942
Kaimphone,14:46:58:e6:73:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:26.8,43:27.8,Infrastructure,Unknown,72,-68,Kaimphone,14:46:58:e6:73:e4,-79,5745,102.50530703024572,18.13634079408969
vivo Y93,dc:31:d1:9f:5f:0d,"vivo Mobile Communication Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:26.8,43:27.8,Infrastructure,Unknown,57,-74,vivo Y93,dc:31:d1:9f:5f:0d,-85,2437,102.50510317257752,18.135565792925
Kaimphone,14:46:58:e6:73:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:28.9,43:29.9,Infrastructure,Unknown,67,-70,Kaimphone,14:46:58:e6:73:e0,-95,2442,102.50510317257752,18.135565792925
VAN@OUP-EXT,64:45:55:9f:cd:00,Unknown,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:28.9,43:33.6,Infrastructure,Unknown,57,-74,VAN@OUP-EXT,64:45:55:9f:cd:00,-88,2412,102.50530703024572,18.13634079408969
touy,e8:f6:54:8a:ff:21,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0,0,"6,9,12,18,24,36,48,54",,41:32.7,43:34.9,Infrastructure,Unknown,31,-83,touy,e8:f6:54:8a:ff:21,-86,5200,102.50510317257752,18.135565792925
touy,e8:f6:54:8a:ff:1c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:32.7,43:39.3,Infrastructure,Unknown,86,-53,touy,e8:f6:54:8a:ff:1c,-76,2432,102.50462857839912,18.133857347370245
HUAWEI-5G-f72N,f0:9b:b8:da:9e:40,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,41:32.7,43:29.9,Infrastructure,Unknown,11,-93,HUAWEI-5G-f72N,f0:9b:b8:da:9e:40,-91,5180,102.50510317257752,18.135565792925
Free Wifi,f0:9b:b8:da:9e:3c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:32.7,43:30.9,Infrastructure,Unknown,33,-82,Free Wifi,f0:9b:b8:da:9e:3c,-90,2412,102.50510317257752,18.135565792925
rungrueng,74:23:2b:2b:e1:df,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:37.2,43:33.6,Infrastructure,Unknown,22,-87,rungrueng,74:23:2b:2b:e1:df,-84,2462,102.50462857839912,18.133857347370245
EO,b8:d6:f6:99:b7:fc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:40.6,43:41.3,Infrastructure,Unknown,43,-78,EO,b8:d6:f6:99:b7:fc,-84,5745,102.50469654272594,18.13415878571511
EO,b8:d6:f6:99:b7:f8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:42.3,43:46.2,Infrastructure,Unknown,43,-78,EO,b8:d6:f6:99:b7:f8,-86,2412,102.50419222383874,18.13213843158229
National UXO traing center,24:43:e2:93:24:30,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:49.7,43:46.2,Infrastructure,Unknown,29,-84,National UXO traing center,24:43:e2:93:24:30,-93,2437,102.50425049083016,18.13244581566274
National UXO traing center,24:43:e2:93:22:88,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:51.5,43:48.4,Infrastructure,Unknown,35,-81,National UXO traing center,24:43:e2:93:22:88,-85,2437,102.50444816762612,18.13321983241021
Vina,64:5e:10:6d:7a:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:54.9,43:58.8,Infrastructure,Unknown,50,-76,Vina,64:5e:10:6d:7a:e8,-89,2462,102.50414377152887,18.131676291892436
Home,c0:25:e9:31:96:6e,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:58.5,44:08.5,Infrastructure,Unknown,43,-78,Home,c0:25:e9:31:96:6e,-91,2457,102.50437336108708,18.130105055264615
CLB_S50_05F8,70:3a:2d:53:4a:c3,"Shenzhen V-Link Technology CO., LTD.",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:02.0,44:01.8,Infrastructure,Unknown,75,-67,CLB_S50_05F8,70:3a:2d:53:4a:c3,-79,2437,102.5044598024243,18.12978494694232
Souphaphan,e8:6e:44:dd:65:da,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:03.9,44:06.3,Infrastructure,Unknown,60,-73,Souphaphan,e8:6e:44:dd:65:da,-71,2422,102.50437336108708,18.130105055264615
c671d7db,50:2c:c6:71:d7:db,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,42:03.9,44:06.3,Infrastructure,Unknown,43,-78,c671d7db,50:2c:c6:71:d7:db,-78,2412,102.50437336108708,18.130105055264615
vivo 1906,36:4e:a5:65:7e:9c,Unknown,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:13.7,44:08.5,Infrastructure,Unknown,38,-80,vivo 1906,36:4e:a5:65:7e:9c,-90,2452,102.50459613037452,18.129299314027755
BX-B00W402211000274,4a:55:19:d9:02:17,Unknown,0,Open,,802.11g,11,0,0,"5.5,11","1,2,6,12,24,48,54,9,18,36",42:21.6,44:30.3,Infrastructure,Unknown,53,-75,BX-B00W402211000274,4a:55:19:d9:02:17,-85,2462,102.50637271712048,18.122825825533983
STAR OIL,6c:14:6e:6f:7b:b8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,42:29.5,44:27.5,Infrastructure,Unknown,46,-77,STAR OIL,6c:14:6e:6f:7b:b8,-82,2462,102.5054818460658,18.126007653854412
STAR OIL 5G,6c:14:6e:6f:7b:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,42:32.0,44:27.5,Infrastructure,Unknown,20,-88,STAR OIL 5G,6c:14:6e:6f:7b:bc,-93,5745,102.50526005197456,18.12684073029637
Redmi A1,de:7f:2a:2f:8d:25,Unknown,0,OWE,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:40.6,44:44.0,Infrastructure,Unknown,35,-81,Redmi A1,de:7f:2a:2f:8d:25,-81,2437,102.5065153961503,18.1223157557439
pab 5G,6c:14:6e:6f:49:30,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:02.7,45:01.0,Infrastructure,Unknown,70,-69,pab 5G,6c:14:6e:6f:49:30,-65,5745,102.50688489405572,18.120963387332424
Pab,6c:14:6e:6f:49:2c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:02.7,45:03.8,Infrastructure,Unknown,67,-70,Pab,6c:14:6e:6f:49:2c,-91,2457,102.5072093877801,18.1198134157002
HIEN,c6:fb:aa:a8:35:d4,Unknown,0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:04.6,45:03.8,Infrastructure,Unknown,57,-74,HIEN,c6:fb:aa:a8:35:d4,-86,5745,102.5072093877801,18.1198134157002
HIEN,c4:fb:aa:a8:35:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:04.6,45:03.8,Infrastructure,Unknown,75,-67,HIEN,c4:fb:aa:a8:35:d0,-76,2422,102.50711685840068,18.120137599100968
Sengaloun1,1c:3c:d4:0b:08:48,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:07.6,45:07.7,Infrastructure,Unknown,29,-84,Sengaloun1,1c:3c:d4:0b:08:48,-82,2462,102.50711685840068,18.120137599100968
Kikeo,b8:d6:f6:45:66:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,43:10.0,45:07.7,Infrastructure,Unknown,16,-90,Kikeo,b8:d6:f6:45:66:d0,-87,5180,102.50733755602404,18.11933525636971
Kikeo,b8:d6:f6:45:66:cc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:14.3,45:11.7,Infrastructure,Unknown,31,-83,Kikeo,b8:d6:f6:45:66:cc,-85,2457,102.50733755602404,18.11933525636971
viengkeo,c4:fb:aa:a7:84:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:14.3,45:16.0,Infrastructure,Unknown,29,-84,viengkeo,c4:fb:aa:a7:84:88,-84,2432,102.50733755602404,18.11933525636971
Jnie,4c:d6:29:bf:69:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:18.2,45:23.7,Infrastructure,Unknown,70,-69,Jnie,4c:d6:29:bf:69:8c,-79,2462,102.50758237528991,18.117750635601368
linly,e8:4d:74:b0:44:0c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:19.9,45:16.0,Infrastructure,Unknown,16,-90,linly,e8:4d:74:b0:44:0c,-83,5745,102.50748165025075,18.118541257455853
Jnie,4c:d6:29:bf:69:91,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,44,0,0,"6,9,12,18,24,36,48,54",,43:19.9,45:21.3,Infrastructure,Unknown,16,-90,Jnie,4c:d6:29:bf:69:91,-93,5220,102.50758237528991,18.117750635601368
wifi SANG,e8:f6:54:7e:a9:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:19.9,45:21.3,Infrastructure,Unknown,46,-77,wifi SANG,e8:f6:54:7e:a9:5c,-78,2412,102.50758237528991,18.117750635601368
wifi SANG,e8:f6:54:7e:a9:61,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,44,0,0,"6,9,12,18,24,36,48,54",,43:23.5,45:21.3,Infrastructure,Unknown,13,-92,wifi SANG,e8:f6:54:7e:a9:61,-91,5220,102.50758237528991,18.117750635601368
Redmi Note 12S,66:4f:39:0a:89:fa,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:23.5,45:21.3,Infrastructure,Unknown,29,-84,Redmi Note 12S,66:4f:39:0a:89:fa,-89,2437,102.50758237528991,18.117750635601368
May,b8:85:7b:8b:43:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:23.5,45:25.2,Infrastructure,Unknown,43,-78,May,b8:85:7b:8b:43:e4,-86,2427,102.50768782894464,18.116974479327123
Phu Mui,fc:1b:d1:8d:32:c0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,43:26.2,45:23.7,Infrastructure,Unknown,24,-86,Phu Mui,fc:1b:d1:8d:32:c0,-89,5180,102.50768782894464,18.116974479327123
Phu Mui,fc:1b:d1:8d:32:bc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:26.2,45:23.7,Infrastructure,Unknown,31,-83,Phu Mui,fc:1b:d1:8d:32:bc,-92,2447,102.50768782894464,18.116974479327123
2222222222,d8:55:75:42:eb:47,"Samsung Electronics Co.,Ltd",0,Open,,802.11n,6,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",43:26.2,45:25.2,Infrastructure,Unknown,40,-79,2222222222,d8:55:75:42:eb:47,-88,2437,102.50768782894464,18.116974479327123
pink,c4:fb:aa:a7:67:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:30.9,45:25.2,Infrastructure,Unknown,50,-76,pink,c4:fb:aa:a7:67:54,-82,5745,102.50768782894464,18.116974479327123
